Location_ID,Season,Data_Type,Parameter,Value,Unit,Acceptable_Limit,Permissible_Limit,Compliance_Status,Reference
SYN-IA-2,Monsoon,Synthetic,TDS,399.94,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-2,Monsoon,Synthetic,TH,215.9,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-IA-2,Monsoon,Synthetic,Alkalinity,31.47,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,Ca,51.0,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,Mg,12.33,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,Iron,0.314,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-IA-2,Monsoon,Synthetic,Cl,124.25,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,SO4,32.34,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,NO3,28.25,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,F,0.197,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-2,Monsoon,Synthetic,EC,620.65,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-2,Monsoon,Synthetic,Na,32.53,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-2,Monsoon,Synthetic,K,18.4,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-IA-2,Monsoon,Synthetic,DO,8.09,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-2,Monsoon,Synthetic,HCO3,64.74,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-3,Monsoon,Synthetic,pH,6.84,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-IA-3,Monsoon,Synthetic,TDS,393.0,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-3,Monsoon,Synthetic,TH,251.34,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-IA-3,Monsoon,Synthetic,Alkalinity,97.95,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,Ca,46.97,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,Mg,12.24,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,Iron,0.502,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-IA-3,Monsoon,Synthetic,Cl,107.38,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,SO4,24.44,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,NO3,10.68,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,F,0.07,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-3,Monsoon,Synthetic,EC,604.63,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-3,Monsoon,Synthetic,Na,26.09,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-3,Monsoon,Synthetic,K,25.53,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-IA-3,Monsoon,Synthetic,DO,6.63,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-IA-3,Monsoon,Synthetic,HCO3,108.04,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-4,Monsoon,Synthetic,pH,6.19,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-4,Monsoon,Synthetic,TDS,483.39,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-4,Monsoon,Synthetic,TH,160.56,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,Alkalinity,54.57,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,Ca,55.13,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,Mg,13.9,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,Iron,0.189,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,Cl,61.86,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,SO4,17.31,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,NO3,30.45,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,F,0.066,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-4,Monsoon,Synthetic,EC,745.89,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-4,Monsoon,Synthetic,Na,73.32,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-4,Monsoon,Synthetic,K,6.45,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-4,Monsoon,Synthetic,DO,4.89,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-4,Monsoon,Synthetic,HCO3,219.36,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-IA-5,Monsoon,Synthetic,pH,5.94,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-IA-5,Monsoon,Synthetic,TDS,379.72,mg/L,500,2000,Compliant - Safe,Table 1
SYN-IA-5,Monsoon,Synthetic,TH,133.2,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,Alkalinity,76.79,mg/L,200,600,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,Ca,53.06,mg/L,75,200,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,Mg,9.49,mg/L,30,100,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,Iron,0.278,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,Cl,116.71,mg/L,250,1000,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,SO4,18.59,mg/L,200,400,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,NO3,14.7,mg/L,45,45,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,F,0.036,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-IA-5,Monsoon,Synthetic,EC,584.16,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-IA-5,Monsoon,Synthetic,Na,50.77,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-IA-5,Monsoon,Synthetic,K,1.77,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-IA-5,Monsoon,Synthetic,DO,4.3,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-IA-5,Monsoon,Synthetic,HCO3,87.33,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-1,Monsoon,Synthetic,pH,5.52,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-1,Monsoon,Synthetic,TDS,440.85,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-1,Monsoon,Synthetic,TH,118.02,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,Alkalinity,133.86,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,Ca,45.79,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,Mg,10.31,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,Iron,0.261,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,Cl,85.22,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,SO4,21.44,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,NO3,6.59,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,F,0.055,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-1,Monsoon,Synthetic,EC,681.43,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-1,Monsoon,Synthetic,Na,80.19,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-1,Monsoon,Synthetic,K,9.77,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-1,Monsoon,Synthetic,DO,4.77,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-DY-1,Monsoon,Synthetic,HCO3,150.37,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-2,Monsoon,Synthetic,pH,5.59,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-2,Monsoon,Synthetic,TDS,500.52,mg/L,500,2000,Permissible - Needs Caution,Table 1
SYN-DY-2,Monsoon,Synthetic,TH,117.03,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,Alkalinity,86.44,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,Ca,56.95,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,Mg,11.82,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,Iron,0.26,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,Cl,69.96,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,SO4,16.5,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,NO3,19.68,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,F,0.01,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-2,Monsoon,Synthetic,EC,767.92,uS/cm,750,3000,Permissible - Needs Caution,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-2,Monsoon,Synthetic,Na,72.7,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-2,Monsoon,Synthetic,K,15.73,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-DY-2,Monsoon,Synthetic,DO,4.83,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-DY-2,Monsoon,Synthetic,HCO3,224.58,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-3,Monsoon,Synthetic,pH,5.44,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-3,Monsoon,Synthetic,TDS,401.47,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-3,Monsoon,Synthetic,TH,142.9,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,Alkalinity,95.36,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,Ca,50.71,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,Mg,7.42,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,Iron,0.462,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-DY-3,Monsoon,Synthetic,Cl,161.65,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,SO4,24.46,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,NO3,37.55,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,F,0.08,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-3,Monsoon,Synthetic,EC,619.48,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-3,Monsoon,Synthetic,Na,47.2,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-3,Monsoon,Synthetic,K,9.36,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-3,Monsoon,Synthetic,DO,3.06,mg/L,"(6, 14)","(4, 14)",Non-Compliant - Unsafe,CPCB Class A Criteria
SYN-DY-3,Monsoon,Synthetic,HCO3,40.2,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-4,Monsoon,Synthetic,pH,6.19,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-4,Monsoon,Synthetic,TDS,396.49,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-4,Monsoon,Synthetic,TH,137.25,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,Alkalinity,125.07,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,Ca,47.38,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,Mg,8.99,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,Iron,0.571,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-DY-4,Monsoon,Synthetic,Cl,143.54,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,SO4,19.97,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,NO3,5.51,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,F,0.01,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-4,Monsoon,Synthetic,EC,610.04,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-4,Monsoon,Synthetic,Na,40.88,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-4,Monsoon,Synthetic,K,12.68,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-DY-4,Monsoon,Synthetic,DO,4.75,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-DY-4,Monsoon,Synthetic,HCO3,109.35,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-DY-5,Monsoon,Synthetic,pH,5.62,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-DY-5,Monsoon,Synthetic,TDS,395.9,mg/L,500,2000,Compliant - Safe,Table 1
SYN-DY-5,Monsoon,Synthetic,TH,275.27,mg/L,200,600,Permissible - Needs Caution,Table 2
SYN-DY-5,Monsoon,Synthetic,Alkalinity,52.95,mg/L,200,600,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,Ca,48.7,mg/L,75,200,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,Mg,16.6,mg/L,30,100,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,Iron,0.416,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-DY-5,Monsoon,Synthetic,Cl,145.13,mg/L,250,1000,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,SO4,41.21,mg/L,200,400,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,NO3,0.5,mg/L,45,45,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,F,0.14,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-DY-5,Monsoon,Synthetic,EC,611.62,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-DY-5,Monsoon,Synthetic,Na,46.3,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-DY-5,Monsoon,Synthetic,K,11.06,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-DY-5,Monsoon,Synthetic,DO,6.06,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
SYN-DY-5,Monsoon,Synthetic,HCO3,57.85,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X1,Monsoon,Synthetic,pH,5.92,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X1,Monsoon,Synthetic,TDS,456.94,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X1,Monsoon,Synthetic,TH,158.15,mg/L,200,600,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,Alkalinity,61.63,mg/L,200,600,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,Ca,62.71,mg/L,75,200,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,Mg,14.02,mg/L,30,100,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,Iron,0.331,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X1,Monsoon,Synthetic,Cl,100.11,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,SO4,15.48,mg/L,200,400,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,NO3,0.5,mg/L,45,45,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,F,0.01,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X1,Monsoon,Synthetic,EC,698.66,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X1,Monsoon,Synthetic,Na,51.22,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X1,Monsoon,Synthetic,K,3.33,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X1,Monsoon,Synthetic,DO,4.85,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X1,Monsoon,Synthetic,HCO3,197.93,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X2,Monsoon,Synthetic,pH,6.65,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
SYN-X2,Monsoon,Synthetic,TDS,405.5,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X2,Monsoon,Synthetic,TH,136.1,mg/L,200,600,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,Alkalinity,76.0,mg/L,200,600,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,Ca,54.02,mg/L,75,200,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,Mg,11.17,mg/L,30,100,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,Iron,0.292,mg/L,0.3,0.3,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,Cl,92.28,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,SO4,12.41,mg/L,200,400,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,NO3,3.41,mg/L,45,45,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,F,0.124,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X2,Monsoon,Synthetic,EC,626.01,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X2,Monsoon,Synthetic,Na,39.14,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X2,Monsoon,Synthetic,K,3.81,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X2,Monsoon,Synthetic,DO,5.14,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X2,Monsoon,Synthetic,HCO3,165.47,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X3,Monsoon,Synthetic,pH,6.11,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X3,Monsoon,Synthetic,TDS,412.69,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X3,Monsoon,Synthetic,TH,99.86,mg/L,200,600,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,Alkalinity,10.94,mg/L,200,600,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,Ca,46.38,mg/L,75,200,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,Mg,13.33,mg/L,30,100,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,Iron,0.415,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X3,Monsoon,Synthetic,Cl,93.49,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,SO4,29.39,mg/L,200,400,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,NO3,30.26,mg/L,45,45,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,F,0.328,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X3,Monsoon,Synthetic,EC,638.61,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X3,Monsoon,Synthetic,Na,48.04,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X3,Monsoon,Synthetic,K,17.18,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-X3,Monsoon,Synthetic,DO,5.55,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X3,Monsoon,Synthetic,HCO3,106.21,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X4,Monsoon,Synthetic,pH,6.07,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X4,Monsoon,Synthetic,TDS,307.68,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X4,Monsoon,Synthetic,TH,2.0,mg/L,200,600,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,Alkalinity,47.58,mg/L,200,600,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,Ca,19.43,mg/L,75,200,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,Mg,5.7,mg/L,30,100,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,Iron,0.416,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X4,Monsoon,Synthetic,Cl,27.85,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,SO4,1.0,mg/L,200,400,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,NO3,52.98,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-X4,Monsoon,Synthetic,F,0.174,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X4,Monsoon,Synthetic,EC,473.23,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X4,Monsoon,Synthetic,Na,52.68,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X4,Monsoon,Synthetic,K,8.61,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X4,Monsoon,Synthetic,DO,4.77,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X4,Monsoon,Synthetic,HCO3,166.38,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X5,Monsoon,Synthetic,pH,5.92,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X5,Monsoon,Synthetic,TDS,335.41,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X5,Monsoon,Synthetic,TH,53.08,mg/L,200,600,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,Alkalinity,43.41,mg/L,200,600,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,Ca,30.41,mg/L,75,200,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,Mg,7.16,mg/L,30,100,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,Iron,0.516,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X5,Monsoon,Synthetic,Cl,95.96,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,SO4,18.5,mg/L,200,400,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,NO3,58.02,mg/L,45,45,Non-Compliant - Unsafe,Table 2
SYN-X5,Monsoon,Synthetic,F,0.12,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X5,Monsoon,Synthetic,EC,514.77,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X5,Monsoon,Synthetic,Na,39.39,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X5,Monsoon,Synthetic,K,22.03,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
SYN-X5,Monsoon,Synthetic,DO,5.52,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
SYN-X5,Monsoon,Synthetic,HCO3,70.05,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
SYN-X6,Monsoon,Synthetic,pH,5.67,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
SYN-X6,Monsoon,Synthetic,TDS,397.51,mg/L,500,2000,Compliant - Safe,Table 1
SYN-X6,Monsoon,Synthetic,TH,55.38,mg/L,200,600,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,Alkalinity,85.58,mg/L,200,600,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,Ca,46.57,mg/L,75,200,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,Mg,6.42,mg/L,30,100,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,Iron,0.335,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
SYN-X6,Monsoon,Synthetic,Cl,115.16,mg/L,250,1000,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,SO4,18.18,mg/L,200,400,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,NO3,38.27,mg/L,45,45,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,F,0.09,mg/L,1.0,1.5,Compliant - Safe,Table 2
SYN-X6,Monsoon,Synthetic,EC,614.14,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
SYN-X6,Monsoon,Synthetic,Na,61.46,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
SYN-X6,Monsoon,Synthetic,K,5.66,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
SYN-X6,Monsoon,Synthetic,DO,4.35,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
