Location_ID,Season,Parameter,Ci_measured,Si_standard,wi_raw_weight,Wi_relative_weight,qi_sub_index,Wi_x_qi
SYN-PD-5,Monsoon,pH,6.25,8.5,4,0.076923,73.5294,5.6561
SYN-PD-5,Monsoon,EC,585.1,750,4,0.076923,78.0133,6.001
SYN-PD-5,Monsoon,TDS,421.69,500,5,0.096154,84.338,8.1094
SYN-PD-5,Monsoon,TH,196.97,200,2,0.038462,98.485,3.7879
SYN-PD-5,Monsoon,Alkalinity,18.55,200,2,0.038462,9.275,0.3567
SYN-PD-5,Monsoon,Ca,58.73,75,2,0.038462,78.3067,3.0118
SYN-PD-5,Monsoon,Mg,11.41,30,2,0.038462,38.0333,1.4628
SYN-PD-5,Monsoon,Na,12.32,200,3,0.057692,6.16,0.3554
SYN-PD-5,Monsoon,K,13.23,12,2,0.038462,110.25,4.2404
SYN-PD-5,Monsoon,Iron,0.467,0.3,4,0.076923,155.6667,11.9744
SYN-PD-5,Monsoon,HCO3,21.42,300,1,0.019231,7.14,0.1373
SYN-PD-5,Monsoon,Cl,117.81,250,3,0.057692,47.124,2.7187
SYN-PD-5,Monsoon,SO4,24.27,200,4,0.076923,12.135,0.9335
SYN-PD-5,Monsoon,NO3,10.33,45,5,0.096154,22.9556,2.2073
SYN-PD-5,Monsoon,F,0.109,1.0,5,0.096154,10.9,1.0481
SYN-PD-5,Monsoon,DO,4.06,6.0,4,0.076923,67.6667,5.2051
SYN-PD-5,Monsoon,--- WQI_TOTAL ---,,,,,,57.2058
SYN-IA-1,Monsoon,pH,7.23,8.5,4,0.076923,85.0588,6.543
SYN-IA-1,Monsoon,EC,605.83,750,4,0.076923,80.7773,6.2136
SYN-IA-1,Monsoon,TDS,355.52,500,5,0.096154,71.104,6.8369
SYN-IA-1,Monsoon,TH,80.92,200,2,0.038462,40.46,1.5562
SYN-IA-1,Monsoon,Alkalinity,157.97,200,2,0.038462,78.985,3.0379
SYN-IA-1,Monsoon,Ca,21.69,75,2,0.038462,28.92,1.1123
SYN-IA-1,Monsoon,Mg,10.47,30,2,0.038462,34.9,1.3423
SYN-IA-1,Monsoon,Na,59.05,200,3,0.057692,29.525,1.7034
SYN-IA-1,Monsoon,K,21.23,12,2,0.038462,176.9167,6.8045
SYN-IA-1,Monsoon,Iron,0.573,0.3,4,0.076923,191.0,14.6923
SYN-IA-1,Monsoon,HCO3,137.65,300,1,0.019231,45.8833,0.8824
SYN-IA-1,Monsoon,Cl,43.11,250,3,0.057692,17.244,0.9948
SYN-IA-1,Monsoon,SO4,7.13,200,4,0.076923,3.565,0.2742
SYN-IA-1,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-IA-1,Monsoon,F,0.01,1.0,5,0.096154,1.0,0.0962
SYN-IA-1,Monsoon,DO,6.5,6.0,4,0.076923,108.3333,8.3333
SYN-IA-1,Monsoon,--- WQI_TOTAL ---,,,,,,60.5301
SYN-IA-2,Monsoon,pH,6.65,8.5,4,0.076923,78.2353,6.0181
SYN-IA-2,Monsoon,EC,661.0,750,4,0.076923,88.1333,6.7795
SYN-IA-2,Monsoon,TDS,411.55,500,5,0.096154,82.31,7.9144
SYN-IA-2,Monsoon,TH,38.72,200,2,0.038462,19.36,0.7446
SYN-IA-2,Monsoon,Alkalinity,129.25,200,2,0.038462,64.625,2.4856
SYN-IA-2,Monsoon,Ca,57.19,75,2,0.038462,76.2533,2.9328
SYN-IA-2,Monsoon,Mg,9.08,30,2,0.038462,30.2667,1.1641
SYN-IA-2,Monsoon,Na,18.89,200,3,0.057692,9.445,0.5449
SYN-IA-2,Monsoon,K,23.99,12,2,0.038462,199.9167,7.6891
SYN-IA-2,Monsoon,Iron,0.323,0.3,4,0.076923,107.6667,8.2821
SYN-IA-2,Monsoon,HCO3,10.0,300,1,0.019231,3.3333,0.0641
SYN-IA-2,Monsoon,Cl,82.77,250,3,0.057692,33.108,1.9101
SYN-IA-2,Monsoon,SO4,1.0,200,4,0.076923,0.5,0.0385
SYN-IA-2,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-IA-2,Monsoon,F,0.122,1.0,5,0.096154,12.2,1.1731
SYN-IA-2,Monsoon,DO,4.6,6.0,4,0.076923,76.6667,5.8974
SYN-IA-2,Monsoon,--- WQI_TOTAL ---,,,,,,53.7452
SYN-IA-3,Monsoon,pH,6.6,8.5,4,0.076923,77.6471,5.9729
SYN-IA-3,Monsoon,EC,669.06,750,4,0.076923,89.208,6.8622
SYN-IA-3,Monsoon,TDS,460.11,500,5,0.096154,92.022,8.8483
SYN-IA-3,Monsoon,TH,314.86,200,2,0.038462,157.43,6.055
SYN-IA-3,Monsoon,Alkalinity,36.37,200,2,0.038462,18.185,0.6994
SYN-IA-3,Monsoon,Ca,47.15,75,2,0.038462,62.8667,2.4179
SYN-IA-3,Monsoon,Mg,11.84,30,2,0.038462,39.4667,1.5179
SYN-IA-3,Monsoon,Na,58.44,200,3,0.057692,29.22,1.6858
SYN-IA-3,Monsoon,K,17.22,12,2,0.038462,143.5,5.5192
SYN-IA-3,Monsoon,Iron,0.104,0.3,4,0.076923,34.6667,2.6667
SYN-IA-3,Monsoon,HCO3,186.88,300,1,0.019231,62.2933,1.1979
SYN-IA-3,Monsoon,Cl,58.97,250,3,0.057692,23.588,1.3608
SYN-IA-3,Monsoon,SO4,28.03,200,4,0.076923,14.015,1.0781
SYN-IA-3,Monsoon,NO3,31.07,45,5,0.096154,69.0444,6.6389
SYN-IA-3,Monsoon,F,0.173,1.0,5,0.096154,17.3,1.6635
SYN-IA-3,Monsoon,DO,6.14,6.0,4,0.076923,102.3333,7.8718
SYN-IA-3,Monsoon,--- WQI_TOTAL ---,,,,,,62.0563
SYN-IA-4,Monsoon,pH,6.35,8.5,4,0.076923,74.7059,5.7466
SYN-IA-4,Monsoon,EC,574.11,750,4,0.076923,76.548,5.8883
SYN-IA-4,Monsoon,TDS,399.45,500,5,0.096154,79.89,7.6817
SYN-IA-4,Monsoon,TH,100.68,200,2,0.038462,50.34,1.9362
SYN-IA-4,Monsoon,Alkalinity,116.95,200,2,0.038462,58.475,2.249
SYN-IA-4,Monsoon,Ca,39.61,75,2,0.038462,52.8133,2.0313
SYN-IA-4,Monsoon,Mg,11.06,30,2,0.038462,36.8667,1.4179
SYN-IA-4,Monsoon,Na,53.59,200,3,0.057692,26.795,1.5459
SYN-IA-4,Monsoon,K,4.67,12,2,0.038462,38.9167,1.4968
SYN-IA-4,Monsoon,Iron,0.38,0.3,4,0.076923,126.6667,9.7436
SYN-IA-4,Monsoon,HCO3,278.63,300,1,0.019231,92.8767,1.7861
SYN-IA-4,Monsoon,Cl,60.08,250,3,0.057692,24.032,1.3865
SYN-IA-4,Monsoon,SO4,1.54,200,4,0.076923,0.77,0.0592
SYN-IA-4,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-IA-4,Monsoon,F,0.079,1.0,5,0.096154,7.9,0.7596
SYN-IA-4,Monsoon,DO,5.79,6.0,4,0.076923,96.5,7.4231
SYN-IA-4,Monsoon,--- WQI_TOTAL ---,,,,,,51.2586
SYN-IA-5,Monsoon,pH,4.44,8.5,4,0.076923,52.2353,4.0181
SYN-IA-5,Monsoon,EC,689.31,750,4,0.076923,91.908,7.0698
SYN-IA-5,Monsoon,TDS,431.3,500,5,0.096154,86.26,8.2942
SYN-IA-5,Monsoon,TH,251.7,200,2,0.038462,125.85,4.8404
SYN-IA-5,Monsoon,Alkalinity,10.0,200,2,0.038462,5.0,0.1923
SYN-IA-5,Monsoon,Ca,50.22,75,2,0.038462,66.96,2.5754
SYN-IA-5,Monsoon,Mg,13.42,30,2,0.038462,44.7333,1.7205
SYN-IA-5,Monsoon,Na,81.89,200,3,0.057692,40.945,2.3622
SYN-IA-5,Monsoon,K,4.94,12,2,0.038462,41.1667,1.5833
SYN-IA-5,Monsoon,Iron,0.01,0.3,4,0.076923,3.3333,0.2564
SYN-IA-5,Monsoon,HCO3,134.7,300,1,0.019231,44.9,0.8635
SYN-IA-5,Monsoon,Cl,103.46,250,3,0.057692,41.384,2.3875
SYN-IA-5,Monsoon,SO4,34.1,200,4,0.076923,17.05,1.3115
SYN-IA-5,Monsoon,NO3,73.81,45,5,0.096154,164.0222,15.7714
SYN-IA-5,Monsoon,F,0.179,1.0,5,0.096154,17.9,1.7212
SYN-IA-5,Monsoon,DO,5.6,6.0,4,0.076923,93.3333,7.1795
SYN-IA-5,Monsoon,--- WQI_TOTAL ---,,,,,,62.1473
SYN-DY-1,Monsoon,pH,5.45,8.5,4,0.076923,64.1176,4.9321
SYN-DY-1,Monsoon,EC,452.24,750,4,0.076923,60.2987,4.6384
SYN-DY-1,Monsoon,TDS,260.9,500,5,0.096154,52.18,5.0173
SYN-DY-1,Monsoon,TH,181.05,200,2,0.038462,90.525,3.4817
SYN-DY-1,Monsoon,Alkalinity,20.61,200,2,0.038462,10.305,0.3963
SYN-DY-1,Monsoon,Ca,47.53,75,2,0.038462,63.3733,2.4374
SYN-DY-1,Monsoon,Mg,7.34,30,2,0.038462,24.4667,0.941
SYN-DY-1,Monsoon,Na,27.24,200,3,0.057692,13.62,0.7858
SYN-DY-1,Monsoon,K,16.67,12,2,0.038462,138.9167,5.3429
SYN-DY-1,Monsoon,Iron,0.362,0.3,4,0.076923,120.6667,9.2821
SYN-DY-1,Monsoon,HCO3,80.08,300,1,0.019231,26.6933,0.5133
SYN-DY-1,Monsoon,Cl,92.1,250,3,0.057692,36.84,2.1254
SYN-DY-1,Monsoon,SO4,31.59,200,4,0.076923,15.795,1.215
SYN-DY-1,Monsoon,NO3,22.92,45,5,0.096154,50.9333,4.8974
SYN-DY-1,Monsoon,F,0.19,1.0,5,0.096154,19.0,1.8269
SYN-DY-1,Monsoon,DO,4.16,6.0,4,0.076923,69.3333,5.3333
SYN-DY-1,Monsoon,--- WQI_TOTAL ---,,,,,,53.1665
SYN-DY-2,Monsoon,pH,6.42,8.5,4,0.076923,75.5294,5.81
SYN-DY-2,Monsoon,EC,563.53,750,4,0.076923,75.1373,5.7798
SYN-DY-2,Monsoon,TDS,390.16,500,5,0.096154,78.032,7.5031
SYN-DY-2,Monsoon,TH,16.44,200,2,0.038462,8.22,0.3162
SYN-DY-2,Monsoon,Alkalinity,163.13,200,2,0.038462,81.565,3.1371
SYN-DY-2,Monsoon,Ca,45.59,75,2,0.038462,60.7867,2.3379
SYN-DY-2,Monsoon,Mg,5.2,30,2,0.038462,17.3333,0.6667
SYN-DY-2,Monsoon,Na,38.07,200,3,0.057692,19.035,1.0982
SYN-DY-2,Monsoon,K,15.71,12,2,0.038462,130.9167,5.0353
SYN-DY-2,Monsoon,Iron,0.558,0.3,4,0.076923,186.0,14.3077
SYN-DY-2,Monsoon,HCO3,142.39,300,1,0.019231,47.4633,0.9128
SYN-DY-2,Monsoon,Cl,63.02,250,3,0.057692,25.208,1.4543
SYN-DY-2,Monsoon,SO4,14.07,200,4,0.076923,7.035,0.5412
SYN-DY-2,Monsoon,NO3,1.39,45,5,0.096154,3.0889,0.297
SYN-DY-2,Monsoon,F,0.076,1.0,5,0.096154,7.6,0.7308
SYN-DY-2,Monsoon,DO,4.83,6.0,4,0.076923,80.5,6.1923
SYN-DY-2,Monsoon,--- WQI_TOTAL ---,,,,,,56.1201
SYN-DY-3,Monsoon,pH,5.65,8.5,4,0.076923,66.4706,5.1131
SYN-DY-3,Monsoon,EC,618.64,750,4,0.076923,82.4853,6.345
SYN-DY-3,Monsoon,TDS,406.48,500,5,0.096154,81.296,7.8169
SYN-DY-3,Monsoon,TH,123.35,200,2,0.038462,61.675,2.3721
SYN-DY-3,Monsoon,Alkalinity,76.45,200,2,0.038462,38.225,1.4702
SYN-DY-3,Monsoon,Ca,43.38,75,2,0.038462,57.84,2.2246
SYN-DY-3,Monsoon,Mg,12.35,30,2,0.038462,41.1667,1.5833
SYN-DY-3,Monsoon,Na,71.6,200,3,0.057692,35.8,2.0654
SYN-DY-3,Monsoon,K,22.39,12,2,0.038462,186.5833,7.1763
SYN-DY-3,Monsoon,Iron,0.179,0.3,4,0.076923,59.6667,4.5897
SYN-DY-3,Monsoon,HCO3,58.82,300,1,0.019231,19.6067,0.3771
SYN-DY-3,Monsoon,Cl,75.79,250,3,0.057692,30.316,1.749
SYN-DY-3,Monsoon,SO4,31.04,200,4,0.076923,15.52,1.1938
SYN-DY-3,Monsoon,NO3,8.05,45,5,0.096154,17.8889,1.7201
SYN-DY-3,Monsoon,F,0.111,1.0,5,0.096154,11.1,1.0673
SYN-DY-3,Monsoon,DO,4.14,6.0,4,0.076923,69.0,5.3077
SYN-DY-3,Monsoon,--- WQI_TOTAL ---,,,,,,52.1717
SYN-DY-4,Monsoon,pH,5.3,8.5,4,0.076923,62.3529,4.7964
SYN-DY-4,Monsoon,EC,773.19,750,4,0.076923,103.092,7.9302
SYN-DY-4,Monsoon,TDS,527.94,500,5,0.096154,105.588,10.1527
SYN-DY-4,Monsoon,TH,107.9,200,2,0.038462,53.95,2.075
SYN-DY-4,Monsoon,Alkalinity,101.09,200,2,0.038462,50.545,1.944
SYN-DY-4,Monsoon,Ca,49.57,75,2,0.038462,66.0933,2.5421
SYN-DY-4,Monsoon,Mg,6.35,30,2,0.038462,21.1667,0.8141
SYN-DY-4,Monsoon,Na,69.78,200,3,0.057692,34.89,2.0129
SYN-DY-4,Monsoon,K,1.47,12,2,0.038462,12.25,0.4712
SYN-DY-4,Monsoon,Iron,0.2,0.3,4,0.076923,66.6667,5.1282
SYN-DY-4,Monsoon,HCO3,112.38,300,1,0.019231,37.46,0.7204
SYN-DY-4,Monsoon,Cl,108.78,250,3,0.057692,43.512,2.5103
SYN-DY-4,Monsoon,SO4,15.28,200,4,0.076923,7.64,0.5877
SYN-DY-4,Monsoon,NO3,24.18,45,5,0.096154,53.7333,5.1667
SYN-DY-4,Monsoon,F,0.01,1.0,5,0.096154,1.0,0.0962
SYN-DY-4,Monsoon,DO,3.95,6.0,4,0.076923,65.8333,5.0641
SYN-DY-4,Monsoon,--- WQI_TOTAL ---,,,,,,52.012
SYN-DY-5,Monsoon,pH,4.77,8.5,4,0.076923,56.1176,4.3167
SYN-DY-5,Monsoon,EC,679.71,750,4,0.076923,90.628,6.9714
SYN-DY-5,Monsoon,TDS,496.48,500,5,0.096154,99.296,9.5477
SYN-DY-5,Monsoon,TH,159.48,200,2,0.038462,79.74,3.0669
SYN-DY-5,Monsoon,Alkalinity,83.53,200,2,0.038462,41.765,1.6063
SYN-DY-5,Monsoon,Ca,47.29,75,2,0.038462,63.0533,2.4251
SYN-DY-5,Monsoon,Mg,8.07,30,2,0.038462,26.9,1.0346
SYN-DY-5,Monsoon,Na,64.46,200,3,0.057692,32.23,1.8594
SYN-DY-5,Monsoon,K,12.83,12,2,0.038462,106.9167,4.1122
SYN-DY-5,Monsoon,Iron,0.288,0.3,4,0.076923,96.0,7.3846
SYN-DY-5,Monsoon,HCO3,251.22,300,1,0.019231,83.74,1.6104
SYN-DY-5,Monsoon,Cl,127.08,250,3,0.057692,50.832,2.9326
SYN-DY-5,Monsoon,SO4,29.4,200,4,0.076923,14.7,1.1308
SYN-DY-5,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-DY-5,Monsoon,F,0.031,1.0,5,0.096154,3.1,0.2981
SYN-DY-5,Monsoon,DO,7.68,6.0,4,0.076923,128.0,9.8462
SYN-DY-5,Monsoon,--- WQI_TOTAL ---,,,,,,58.2499
SYN-X1,Monsoon,pH,5.89,8.5,4,0.076923,69.2941,5.3303
SYN-X1,Monsoon,EC,557.83,750,4,0.076923,74.3773,5.7213
SYN-X1,Monsoon,TDS,385.13,500,5,0.096154,77.026,7.4063
SYN-X1,Monsoon,TH,77.87,200,2,0.038462,38.935,1.4975
SYN-X1,Monsoon,Alkalinity,61.66,200,2,0.038462,30.83,1.1858
SYN-X1,Monsoon,Ca,49.92,75,2,0.038462,66.56,2.56
SYN-X1,Monsoon,Mg,7.51,30,2,0.038462,25.0333,0.9628
SYN-X1,Monsoon,Na,35.24,200,3,0.057692,17.62,1.0165
SYN-X1,Monsoon,K,13.16,12,2,0.038462,109.6667,4.2179
SYN-X1,Monsoon,Iron,0.423,0.3,4,0.076923,141.0,10.8462
SYN-X1,Monsoon,HCO3,147.84,300,1,0.019231,49.28,0.9477
SYN-X1,Monsoon,Cl,25.89,250,3,0.057692,10.356,0.5975
SYN-X1,Monsoon,SO4,17.11,200,4,0.076923,8.555,0.6581
SYN-X1,Monsoon,NO3,30.29,45,5,0.096154,67.3111,6.4722
SYN-X1,Monsoon,F,0.097,1.0,5,0.096154,9.7,0.9327
SYN-X1,Monsoon,DO,6.24,6.0,4,0.076923,104.0,8.0
SYN-X1,Monsoon,--- WQI_TOTAL ---,,,,,,58.3529
SYN-X2,Monsoon,pH,6.3,8.5,4,0.076923,74.1176,5.7014
SYN-X2,Monsoon,EC,588.06,750,4,0.076923,78.408,6.0314
SYN-X2,Monsoon,TDS,391.92,500,5,0.096154,78.384,7.5369
SYN-X2,Monsoon,TH,219.15,200,2,0.038462,109.575,4.2144
SYN-X2,Monsoon,Alkalinity,68.92,200,2,0.038462,34.46,1.3254
SYN-X2,Monsoon,Ca,71.51,75,2,0.038462,95.3467,3.6672
SYN-X2,Monsoon,Mg,13.02,30,2,0.038462,43.4,1.6692
SYN-X2,Monsoon,Na,43.09,200,3,0.057692,21.545,1.243
SYN-X2,Monsoon,K,14.92,12,2,0.038462,124.3333,4.7821
SYN-X2,Monsoon,Iron,0.442,0.3,4,0.076923,147.3333,11.3333
SYN-X2,Monsoon,HCO3,112.05,300,1,0.019231,37.35,0.7183
SYN-X2,Monsoon,Cl,77.4,250,3,0.057692,30.96,1.7862
SYN-X2,Monsoon,SO4,31.0,200,4,0.076923,15.5,1.1923
SYN-X2,Monsoon,NO3,20.93,45,5,0.096154,46.5111,4.4722
SYN-X2,Monsoon,F,0.219,1.0,5,0.096154,21.9,2.1058
SYN-X2,Monsoon,DO,4.15,6.0,4,0.076923,69.1667,5.3205
SYN-X2,Monsoon,--- WQI_TOTAL ---,,,,,,63.0995
SYN-X3,Monsoon,pH,4.64,8.5,4,0.076923,54.5882,4.1991
SYN-X3,Monsoon,EC,682.52,750,4,0.076923,91.0027,7.0002
SYN-X3,Monsoon,TDS,463.82,500,5,0.096154,92.764,8.9196
SYN-X3,Monsoon,TH,189.45,200,2,0.038462,94.725,3.6433
SYN-X3,Monsoon,Alkalinity,60.31,200,2,0.038462,30.155,1.1598
SYN-X3,Monsoon,Ca,68.57,75,2,0.038462,91.4267,3.5164
SYN-X3,Monsoon,Mg,12.71,30,2,0.038462,42.3667,1.6295
SYN-X3,Monsoon,Na,61.03,200,3,0.057692,30.515,1.7605
SYN-X3,Monsoon,K,6.97,12,2,0.038462,58.0833,2.234
SYN-X3,Monsoon,Iron,0.355,0.3,4,0.076923,118.3333,9.1026
SYN-X3,Monsoon,HCO3,183.6,300,1,0.019231,61.2,1.1769
SYN-X3,Monsoon,Cl,111.36,250,3,0.057692,44.544,2.5698
SYN-X3,Monsoon,SO4,13.32,200,4,0.076923,6.66,0.5123
SYN-X3,Monsoon,NO3,8.73,45,5,0.096154,19.4,1.8654
SYN-X3,Monsoon,F,0.04,1.0,5,0.096154,4.0,0.3846
SYN-X3,Monsoon,DO,4.06,6.0,4,0.076923,67.6667,5.2051
SYN-X3,Monsoon,--- WQI_TOTAL ---,,,,,,54.8791
SYN-X4,Monsoon,pH,5.83,8.5,4,0.076923,68.5882,5.276
SYN-X4,Monsoon,EC,644.22,750,4,0.076923,85.896,6.6074
SYN-X4,Monsoon,TDS,441.25,500,5,0.096154,88.25,8.4856
SYN-X4,Monsoon,TH,154.76,200,2,0.038462,77.38,2.9762
SYN-X4,Monsoon,Alkalinity,65.23,200,2,0.038462,32.615,1.2544
SYN-X4,Monsoon,Ca,45.41,75,2,0.038462,60.5467,2.3287
SYN-X4,Monsoon,Mg,11.86,30,2,0.038462,39.5333,1.5205
SYN-X4,Monsoon,Na,64.06,200,3,0.057692,32.03,1.8479
SYN-X4,Monsoon,K,18.96,12,2,0.038462,158.0,6.0769
SYN-X4,Monsoon,Iron,0.234,0.3,4,0.076923,78.0,6.0
SYN-X4,Monsoon,HCO3,173.05,300,1,0.019231,57.6833,1.1093
SYN-X4,Monsoon,Cl,58.85,250,3,0.057692,23.54,1.3581
SYN-X4,Monsoon,SO4,32.05,200,4,0.076923,16.025,1.2327
SYN-X4,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-X4,Monsoon,F,0.097,1.0,5,0.096154,9.7,0.9327
SYN-X4,Monsoon,DO,6.72,6.0,4,0.076923,112.0,8.6154
SYN-X4,Monsoon,--- WQI_TOTAL ---,,,,,,55.7286
SYN-X5,Monsoon,pH,4.32,8.5,4,0.076923,50.8235,3.9095
SYN-X5,Monsoon,EC,698.8,750,4,0.076923,93.1733,7.1672
SYN-X5,Monsoon,TDS,441.91,500,5,0.096154,88.382,8.4983
SYN-X5,Monsoon,TH,140.93,200,2,0.038462,70.465,2.7102
SYN-X5,Monsoon,Alkalinity,105.87,200,2,0.038462,52.935,2.036
SYN-X5,Monsoon,Ca,52.63,75,2,0.038462,70.1733,2.699
SYN-X5,Monsoon,Mg,10.85,30,2,0.038462,36.1667,1.391
SYN-X5,Monsoon,Na,93.32,200,3,0.057692,46.66,2.6919
SYN-X5,Monsoon,K,11.26,12,2,0.038462,93.8333,3.609
SYN-X5,Monsoon,Iron,0.01,0.3,4,0.076923,3.3333,0.2564
SYN-X5,Monsoon,HCO3,176.6,300,1,0.019231,58.8667,1.1321
SYN-X5,Monsoon,Cl,68.21,250,3,0.057692,27.284,1.5741
SYN-X5,Monsoon,SO4,28.04,200,4,0.076923,14.02,1.0785
SYN-X5,Monsoon,NO3,47.22,45,5,0.096154,104.9333,10.0897
SYN-X5,Monsoon,F,0.054,1.0,5,0.096154,5.4,0.5192
SYN-X5,Monsoon,DO,2.97,6.0,4,0.076923,49.5,3.8077
SYN-X5,Monsoon,--- WQI_TOTAL ---,,,,,,53.1697
SYN-X6,Monsoon,pH,6.53,8.5,4,0.076923,76.8235,5.9095
SYN-X6,Monsoon,EC,792.19,750,4,0.076923,105.6253,8.125
SYN-X6,Monsoon,TDS,433.45,500,5,0.096154,86.69,8.3356
SYN-X6,Monsoon,TH,217.88,200,2,0.038462,108.94,4.19
SYN-X6,Monsoon,Alkalinity,97.24,200,2,0.038462,48.62,1.87
SYN-X6,Monsoon,Ca,45.91,75,2,0.038462,61.2133,2.3544
SYN-X6,Monsoon,Mg,11.79,30,2,0.038462,39.3,1.5115
SYN-X6,Monsoon,Na,46.96,200,3,0.057692,23.48,1.3546
SYN-X6,Monsoon,K,20.38,12,2,0.038462,169.8333,6.5321
SYN-X6,Monsoon,Iron,0.39,0.3,4,0.076923,130.0,10.0
SYN-X6,Monsoon,HCO3,145.59,300,1,0.019231,48.53,0.9333
SYN-X6,Monsoon,Cl,91.33,250,3,0.057692,36.532,2.1076
SYN-X6,Monsoon,SO4,14.92,200,4,0.076923,7.46,0.5738
SYN-X6,Monsoon,NO3,4.45,45,5,0.096154,9.8889,0.9509
SYN-X6,Monsoon,F,0.111,1.0,5,0.096154,11.1,1.0673
SYN-X6,Monsoon,DO,6.72,6.0,4,0.076923,112.0,8.6154
SYN-X6,Monsoon,--- WQI_TOTAL ---,,,,,,64.4309
SYN-X7,Monsoon,pH,5.7,8.5,4,0.076923,67.0588,5.1584
SYN-X7,Monsoon,EC,700.59,750,4,0.076923,93.412,7.1855
SYN-X7,Monsoon,TDS,506.81,500,5,0.096154,101.362,9.7463
SYN-X7,Monsoon,TH,166.11,200,2,0.038462,83.055,3.1944
SYN-X7,Monsoon,Alkalinity,65.2,200,2,0.038462,32.6,1.2538
SYN-X7,Monsoon,Ca,53.23,75,2,0.038462,70.9733,2.7297
SYN-X7,Monsoon,Mg,5.51,30,2,0.038462,18.3667,0.7064
SYN-X7,Monsoon,Na,45.54,200,3,0.057692,22.77,1.3137
SYN-X7,Monsoon,K,18.52,12,2,0.038462,154.3333,5.9359
SYN-X7,Monsoon,Iron,0.01,0.3,4,0.076923,3.3333,0.2564
SYN-X7,Monsoon,HCO3,177.12,300,1,0.019231,59.04,1.1354
SYN-X7,Monsoon,Cl,92.18,250,3,0.057692,36.872,2.1272
SYN-X7,Monsoon,SO4,17.69,200,4,0.076923,8.845,0.6804
SYN-X7,Monsoon,NO3,33.98,45,5,0.096154,75.5111,7.2607
SYN-X7,Monsoon,F,0.01,1.0,5,0.096154,1.0,0.0962
SYN-X7,Monsoon,DO,6.71,6.0,4,0.076923,111.8333,8.6026
SYN-X7,Monsoon,--- WQI_TOTAL ---,,,,,,57.383
SYN-X8,Monsoon,pH,4.4,8.5,4,0.076923,51.7647,3.9819
SYN-X8,Monsoon,EC,758.73,750,4,0.076923,101.164,7.7818
SYN-X8,Monsoon,TDS,466.63,500,5,0.096154,93.326,8.9737
SYN-X8,Monsoon,TH,192.59,200,2,0.038462,96.295,3.7037
SYN-X8,Monsoon,Alkalinity,55.21,200,2,0.038462,27.605,1.0617
SYN-X8,Monsoon,Ca,57.24,75,2,0.038462,76.32,2.9354
SYN-X8,Monsoon,Mg,19.08,30,2,0.038462,63.6,2.4462
SYN-X8,Monsoon,Na,74.31,200,3,0.057692,37.155,2.1436
SYN-X8,Monsoon,K,14.92,12,2,0.038462,124.3333,4.7821
SYN-X8,Monsoon,Iron,0.378,0.3,4,0.076923,126.0,9.6923
SYN-X8,Monsoon,HCO3,115.57,300,1,0.019231,38.5233,0.7408
SYN-X8,Monsoon,Cl,138.43,250,3,0.057692,55.372,3.1945
SYN-X8,Monsoon,SO4,22.91,200,4,0.076923,11.455,0.8812
SYN-X8,Monsoon,NO3,12.04,45,5,0.096154,26.7556,2.5726
SYN-X8,Monsoon,F,0.098,1.0,5,0.096154,9.8,0.9423
SYN-X8,Monsoon,DO,6.63,6.0,4,0.076923,110.5,8.5
SYN-X8,Monsoon,--- WQI_TOTAL ---,,,,,,64.3337
SYN-X9,Monsoon,pH,6.03,8.5,4,0.076923,70.9412,5.457
SYN-X9,Monsoon,EC,722.34,750,4,0.076923,96.312,7.4086
SYN-X9,Monsoon,TDS,443.26,500,5,0.096154,88.652,8.5242
SYN-X9,Monsoon,TH,133.96,200,2,0.038462,66.98,2.5762
SYN-X9,Monsoon,Alkalinity,122.75,200,2,0.038462,61.375,2.3606
SYN-X9,Monsoon,Ca,56.17,75,2,0.038462,74.8933,2.8805
SYN-X9,Monsoon,Mg,12.41,30,2,0.038462,41.3667,1.591
SYN-X9,Monsoon,Na,48.28,200,3,0.057692,24.14,1.3927
SYN-X9,Monsoon,K,20.56,12,2,0.038462,171.3333,6.5897
SYN-X9,Monsoon,Iron,0.263,0.3,4,0.076923,87.6667,6.7436
SYN-X9,Monsoon,HCO3,190.63,300,1,0.019231,63.5433,1.222
SYN-X9,Monsoon,Cl,35.36,250,3,0.057692,14.144,0.816
SYN-X9,Monsoon,SO4,16.85,200,4,0.076923,8.425,0.6481
SYN-X9,Monsoon,NO3,0.5,45,5,0.096154,1.1111,0.1068
SYN-X9,Monsoon,F,0.102,1.0,5,0.096154,10.2,0.9808
SYN-X9,Monsoon,DO,5.94,6.0,4,0.076923,99.0,7.6154
SYN-X9,Monsoon,--- WQI_TOTAL ---,,,,,,56.9132
SYN-X10,Monsoon,pH,5.63,8.5,4,0.076923,66.2353,5.095
SYN-X10,Monsoon,EC,608.66,750,4,0.076923,81.1547,6.2427
SYN-X10,Monsoon,TDS,326.42,500,5,0.096154,65.284,6.2773
SYN-X10,Monsoon,TH,33.95,200,2,0.038462,16.975,0.6529
